46.078317,11.046924
46.078581,11.047541
46.044406,11.105342
46.134620,11.110914
46.085226,11.069313
46.102485,11.124174
46.102234,11.123940
46.067367,11.165050
46.088630,11.065018
46.088729,11.064509
46.099170,11.109314
46.103846,11.108235
46.091584,11.105652
46.047972,11.137456
46.047681,11.137741
46.078904,11.153473
46.078863,11.153929
46.080613,11.158419
46.080472,11.158403
46.076472,11.141513
46.075911,11.146833
46.076012,11.146613
46.075332,11.139033
46.075696,11.140797
46.075623,11.141786
46.075433,11.138833
46.075698,11.143991
46.075853,11.144062
46.077564,11.151102
46.078007,11.151432
46.076123,11.101184
46.078759,11.118392
46.124481,11.133818
46.129889,11.134571
46.129522,11.134680
46.084969,11.070113
46.055265,11.148982
46.055310,11.148782
46.117195,11.108678
46.117171,11.108438
46.111144,11.109544
46.110834,11.109573
46.106559,11.111466
46.106678,11.111444
46.108340,11.111719
46.108506,11.111436
46.101856,11.103284
46.099689,11.107570
46.103934,11.117583
46.106686,11.114327
46.106749,11.114389
46.104204,11.117281
46.113805,11.107364
46.113682,11.107300
46.106227,11.109072
46.130109,11.126043
46.128445,11.129219
46.128599,11.129270
46.130190,11.125945
46.045800,11.151130
46.043392,11.151716
46.043502,11.151592
46.119309,11.106123
46.125715,11.107713
46.125960,11.107593
46.129241,11.109763
46.074848,11.124976
46.138664,11.108989
46.137921,11.114458
46.139321,11.111958
46.142197,11.108508
46.143164,11.106402
46.094611,11.120675
46.093993,11.120699
46.102271,11.118109
46.097274,11.119767
46.099443,11.119089
46.100104,11.118730
46.097239,11.119901
46.042500,11.132908
46.036416,11.130367
46.025284,11.132751
46.025707,11.132791
46.038012,11.130695
46.034256,11.131509
46.040293,11.130341
46.030862,11.132677
46.030338,11.132911
46.089121,11.133090
46.089134,11.133216
46.088732,11.130604
46.083189,11.135736
46.083255,11.135874
46.090240,11.131628
46.090275,11.131460
46.089343,11.131031
46.097726,11.126962
46.097493,11.126925
46.094491,11.130145
46.094872,11.129322
46.068953,11.063564
46.104391,11.123568
46.104353,11.123420
46.032355,11.112678
46.032555,11.112930
46.006903,11.128338
46.012407,11.130564
46.011659,11.130375
46.013560,11.131498
46.017244,11.132399
46.017362,11.132609
46.006454,11.127627
46.009394,11.128820
46.009380,11.128974
46.003128,11.126824
46.128303,11.115281
46.127538,11.115265
46.126690,11.114532
46.130755,11.121750
46.130836,11.121666
46.128279,11.120267
46.128310,11.119721
46.125736,11.118419
46.125483,11.118320
46.119858,11.111416
46.119812,11.111266
46.122688,11.116846
46.123624,11.116855
46.124939,11.113463
