route_id,service_id,trip_id,trip_headsign,direction_id
366,0000000052013091120140627,0001600822013091120140627,Mezzolombardo,1
366,0000000052013091120140627,0001600832013091120140627,Mezzolombardo,1
366,0000000022013091120140627,0001600842013091120140627,Mezzolombardo,1
368,0000000072013091120140627,0001600872013091120140627,Dermulo,1
375,0000000072013091120140627,0001601032013091120140627,Cles-Autostazione,1
375,0000000072013091120140627,0001601042013091120140627,Dermulo,1
357,0000000022013091120140627,0001601072013091120140627,Cles-Autostazione,1
357,0000000072013091120140627,0001601082013091120140627,Cles-Autostazione,1
366,0000000022013091120140627,0001601102013091120140627,Cles-Autostazione,0
67,0000000022013091120140627,0001601142013091120140627,Cavalese-Autostaz.,1
65,0000000022013091120140627,0001601162013091120140627,Masi di Cavalese,0
65,0000000022013091120140627,0001601172013091120140627,Cavalese-Autostaz.,1
65,0000000042013091120140627,0001601192013091120140627,Cavalese-Autostaz.,1
67,0000000022013091120140627,0001601202013091120140627,Carano-Municipio,0
117,0000000022013091120140627,0001601212013091120140627,Daiano,0
65,0000000022013091120140627,0001601222013091120140627,Masi di Cavalese,0
604,0000000052013091120140627,0001601242013091120140627,Cavalese-Ospedale,0
604,0000000092013091120140627,0001601252013091120140627,Cavalese-Ospedale,0
604,0000000052013091120140627,0001601262013091120140627,Cavalese-Autostaz.,1
604,0000000092013091120140627,0001601272013091120140627,Cavalese-Autostaz.,1
320,0000000052013091120140627,0001601302013091120140627,Tione Ospedale Civile,0
320,0000000092013091120140627,0001601312013091120140627,Tione Ospedale Civile,0
320,0000000052013091120140627,0001601322013091120140627,Tione-Autostazione,1
320,0000000092013091120140627,0001601332013091120140627,Tione-Autostazione,1
167,0000000092013091120140627,0001601352013091120140627,Daone,0
366,0000000072013091120140627,0001601442013091120140627,Cles-Autostazione,0
366,0000000052013091120140627,0001601452013091120140627,Cles-Autostazione,0
366,0000000072013091120140627,0001601462013091120140627,Mezzolombardo,1
366,0000000022013091120140627,0001601472013091120140627,Mezzolombardo,1
161,0000000022013091120140627,0001601622013091120140627,S.Lorenzo In Banale,0
198,0000000022013091120140627,0001601682013091120140627,Rovereto-Staz.F.S.,1
336,0000000022013091120140627,0001601882013091120140627,Dimaro Ferrovia,1
332,0000000022013091120140627,0001601902013091120140627,Dimaro Ferrovia,1
336,0000000022013091120140627,0001601942013091120140627,Peio,0
336,0000000022013091120140627,0001601952013091120140627,Peio,0
326,0000000022013091120140627,0001601962013091120140627,Belvedere,0
326,0000000052013091120140627,0001601972013091120140627,Belvedere,0
336,0000000072013091120140627,0001601982013091120140627,Cogolo,0
332,0000000012013091120140627,0001601992013091120140627,Vermiglio Nord,0
332,0000000022013091120140627,0001602002013091120140627,Passo Tonale,0
336,0000000072013091120140627,0001602012013091120140627,Cogolo,0
336,0000000092013091120140627,0001602022013091120140627,Cogolo,0
332,0000000072013091120140627,0001602032013091120140627,Vermiglio Nord,0
326,0000000042013091120140627,0001602052013091120140627,Belvedere,0
332,0000000022013091120140627,0001602062013091120140627,Vermiglio Nord,0
332,0000000072013091120140627,0001602072013091120140627,Vermiglio Nord,0
326,0000000072013091120140627,0001602082013091120140627,Belvedere,0
332,0000000022013091120140627,0001602092013091120140627,Vermiglio Nord,0
332,0000000072013091120140627,0001602102013091120140627,Fucine,0
326,0000000022013091120140627,0001602112013091120140627,Belvedere,0
326,0000000072013091120140627,0001602122013091120140627,Belvedere,0
326,0000000072013091120140627,0001602142013091120140627,Madonna di Campiglio-Vvff,0
326,0000000022013091120140627,0001602152013091120140627,Madonna di Campiglio-Vvff,0
326,0000000022013091120140627,0001602162013091120140627,Madonna di Campiglio-Vvff,0
326,0000000072013091120140627,0001602172013091120140627,Madonna di Campiglio-Vvff,0
326,0000000022013091120140627,0001602182013091120140627,Madonna di Campiglio-Vvff,0
332,0000000042013091120140627,0001602192013091120140627,Fucine,0
332,0000000052013091120140627,0001602212013091120140627,Fucine,0
336,0000000022013091120140627,0001602222013091120140627,Peio,0
336,0000000072013091120140627,0001602232013091120140627,Cogolo,0
336,0000000012013091120140627,0001602242013091120140627,Cogolo,0
332,0000000092013091120140627,0001602252013091120140627,Vermiglio Nord,0
332,0000000022013091120140627,0001602262013091120140627,Passo Tonale,0
332,0000000072013091120140627,0001602272013091120140627,Passo Tonale,0
326,0000000052013091120140627,0001602282013091120140627,Belvedere,0
326,0000000092013091120140627,0001602292013091120140627,Belvedere,0
326,0000000072013091120140627,0001602302013091120140627,Madonna di Campiglio-Vvff,0
334,0000000072013091120140627,0001602312013091120140627,Marilleva 1400,0
334,0000000012013091120140627,0001602322013091120140627,Marilleva 1400,0
334,0000004512013091120140627,0001602332013091120140627,Marilleva 1400,0
334,0000000072013091120140627,0001602342013091120140627,Marilleva 1400,0
334,0000000012013091120140627,0001602352013091120140627,Marilleva 1400,0
334,0000004512013091120140627,0001602362013091120140627,Marilleva 1400,0
334,0000000072013091120140627,0001602372013091120140627,Marilleva 1400,0
334,0000000012013091120140627,0001602382013091120140627,Marilleva 1400,0
334,0000004512013091120140627,0001602392013091120140627,Marilleva 1400,0
334,0000000072013091120140627,0001602402013091120140627,Marilleva 1400,0
334,0000000022013091120140627,0001602412013091120140627,Marilleva 1400,0
334,0000004512013091120140627,0001602422013091120140627,Marilleva 1400,0
332,0000000062013091120140627,0001602432013091120140627,Fucine,0
336,0000000302013091120140627,0001602522013091120140627,Male',1
336,0000000052013091120140627,0001602532013091120140627,Male',1
336,0000000092013091120140627,0001602542013091120140627,Male',1
336,0000000072013091120140627,0001602552013091120140627,Male',1
332,0000000042013091120140627,0001602562013091120140627,Male',1
336,0000000022013091120140627,0001602572013091120140627,Male',1
336,0000000072013091120140627,0001602582013091120140627,Male',1
336,0000000022013091120140627,0001602592013091120140627,Male',1
336,0000000022013091120140627,0001602602013091120140627,Male',1
336,0000000072013091120140627,0001602612013091120140627,Male',1
336,0000000022013091120140627,0001602622013091120140627,Male',1
336,0000000072013091120140627,0001602642013091120140627,Male',1
336,0000000062013091120140627,0001602652013091120140627,Male',1
336,0000000072013091120140627,0001602662013091120140627,Male',1
332,0000000302013091120140627,0001602672013091120140627,Male',1
332,0000000092013091120140627,0001602682013091120140627,Male',1
332,0000000072013091120140627,0001602692013091120140627,Male',1
332,0000000022013091120140627,0001602712013091120140627,Male',1
332,0000000072013091120140627,0001602722013091120140627,Male',1
332,0000000022013091120140627,0001602732013091120140627,Male',1
332,0000000072013091120140627,0001602742013091120140627,Male',1
332,0000000022013091120140627,0001602752013091120140627,Male',1
332,0000000072013091120140627,0001602762013091120140627,Male',1
332,0000000022013091120140627,0001602772013091120140627,Male',1
332,0000000072013091120140627,0001602782013091120140627,Male',1
326,0000000052013091120140627,0001602792013091120140627,Male',1
326,0000000092013091120140627,0001602802013091120140627,Male',1
326,0000000072013091120140627,0001602812013091120140627,Male',1
326,0000000022013091120140627,0001602842013091120140627,Male',1
326,0000000072013091120140627,0001602852013091120140627,Male',1
326,0000000022013091120140627,0001602862013091120140627,Male',1
326,0000000052013091120140627,0001602872013091120140627,Male',1
326,0000000022013091120140627,0001602882013091120140627,Male',1
326,0000000072013091120140627,0001602892013091120140627,Male',1
326,0000000042013091120140627,0001602902013091120140627,Male',1
326,0000000012013091120140627,0001602912013091120140627,Male',1
326,0000000072013091120140627,0001602922013091120140627,Male',1
326,0000000022013091120140627,0001602932013091120140627,Male',1
334,0000000012013091120140627,0001602942013091120140627,Male',1
334,0000000072013091120140627,0001602952013091120140627,Male',1
334,0000004512013091120140627,0001602962013091120140627,Male',1
334,0000000012013091120140627,0001602972013091120140627,Male',1
334,0000000072013091120140627,0001602982013091120140627,Male',1
334,0000004512013091120140627,0001602992013091120140627,Male',1
334,0000000012013091120140627,0001603002013091120140627,Male',1
334,0000000072013091120140627,0001603012013091120140627,Male',1
334,0000004512013091120140627,0001603022013091120140627,Male',1
334,0000000072013091120140627,0001603032013091120140627,Male',1
186,0000000042013091120140627,0001603092013091120140627,Centa,0
366,0000000022013091120140627,0001603102013091120140627,Tuenno,1
186,0000000052013091120140627,0001603132013091120140627,Vigolo Vattaro,0
71,0000000052013091120140627,0001603172013091120140627,Tione-Autostazione,0
71,0000000062013091120140627,0001603182013091120140627,Tione-Autostazione,0
336,0000000072013091120140627,0001603202013091120140627,Fucine,1
336,0000000022013091120140627,0001603212013091120140627,Fucine,1
71,0000000022013091120140627,0001603292013091120140627,Trento-Autostaz.,1
71,0000000022013091120140627,0001603302013091120140627,Trento-Autostaz.,1
71,0000000352013091120140627,0001603322013091120140627,Trento-Autostaz.,1
71,0000000072013091120140627,0001603332013091120140627,Trento-Autostaz.,1
71,0000000072013091120140627,0001603342013091120140627,Trento-Autostaz.,1
71,0000000022013091120140627,0001603352013091120140627,Trento-Autostaz.,1
71,0000000072013091120140627,0001603362013091120140627,Trento-Autostaz.,1
71,0000000022013091120140627,0001603382013091120140627,Trento-Autostaz.,1
71,0000000302013091120140627,0001603392013091120140627,Trento-Autostaz.,1
375,0000000052013091120140627,0001603452013091120140627,Cles-Autostazione,1
86,0000000022013091120140627,0001603462013091120140627,Borgo V.-C.Intermodale,1
340,0000000022013091120140627,0001603482013091120140627,Rovere' D/Luna-Trentinalatte,0
330,0000000052013091120140627,0001603512013091120140627,Male',1
330,0000000052013091120140627,0001603522013091120140627,Bolentina,0
63,0000000062013091120140627,0001603612013091120140627,Facendi V.S.Antonio-Capitello,0
67,0000000022013091120140627,0001603632013091120140627,V.Veronza-H.Veronza,0
151,0000000042013091120140627,0001603642013091120140627,Civezzano,1
345,0000000052013091120140627,0001604262013091120140627,Trento-Autostaz.,1
368,0000000062013091120140627,0001604312013091120140627,Sfruz,0
368,0000000822013091120140627,0001604332013091120140627,Sfruz,0
368,0000000052013091120140627,0001604382013091120140627,Cles-Piazza Fiera,1
368,0000000022013091120140627,0001604432013091120140627,Sfruz,0
368,0000000052013091120140627,0001604452013091120140627,Sfruz,0
362,0000000022013091120140627,0001604472013091120140627,Bresimo,0
362,0000000052013091120140627,0001604482013091120140627,Bresimo,0
362,0000000022013091120140627,0001604492013091120140627,Bresimo,0
357,0000000022013091120140627,0001604512013091120140627,Lanza di Rumo,0
357,0000000072013091120140627,0001604522013091120140627,Lanza di Rumo,0
362,0000000022013091120140627,0001604532013091120140627,Bresimo,0
362,0000000072013091120140627,0001604542013091120140627,Bresimo,0
357,0000000022013091120140627,0001604552013091120140627,Bresimo,0
362,0000000022013091120140627,0001604562013091120140627,Bresimo,0
357,0000000072013091120140627,0001604572013091120140627,Lanza di Rumo,0
362,0000000072013091120140627,0001604582013091120140627,Bresimo,0
362,0000000072013091120140627,0001604592013091120140627,Livo,1
357,0000000072013091120140627,0001604602013091120140627,Cles-Autostazione,1
362,0000000022013091120140627,0001604612013091120140627,Livo,1
357,0000000022013091120140627,0001604632013091120140627,Cles-Autostazione,1
362,0000000022013091120140627,0001604642013091120140627,Livo,1
362,0000000022013091120140627,0001604652013091120140627,Livo,1
362,0000000022013091120140627,0001604662013091120140627,Livo,1
345,0000000042013091120140627,0001604772013091120140627,S.Michele A/Adige,1
345,0000000042013091120140627,0001604792013091120140627,S.Michele A/Adige,1
345,0000000062013091120140627,0001604812013091120140627,Mezzolombardo,0
63,0000000052013091120140627,0001604852013091120140627,Sveseri Bivio,1
112,0000000092013091120140627,0001604872013091120140627,Fiera di Primiero,1
112,0000000022013091120140627,0001604882013091120140627,Fiera di Primiero,1
112,0000000052013091120140627,0001604902013091120140627,Fiera di Primiero,1
352,0000000022013091120140627,0001605302013091120140627,Trento-Staz. Ftm,1
352,0000000022013091120140627,0001605352013091120140627,Trento-Staz. Ftm,1
343,0000000042013091120140627,0001605362013091120140627,Pineta di Faedo,0
1,0000000022013091120140627,0001605372013091120140627,Trento-Autostaz.,1
366,0000000092013091120140627,0001605392013091120140627,Cles-Autostazione,0
366,0000000052013091120140627,0001605402013091120140627,Cles-Autostazione,0
336,0000000022013091120140627,0001605412013091120140627,Peio,0
132,0000000022013091120140627,0001605422013091120140627,Ronchi Valsugana,0
345,0000004512013091120140627,0001605462013091120140627,Andalo,0
345,0000000052013091120140627,0001605502013091120140627,S.Michele A/A.-Ist. Agrario,1
366,0000000022013091120140627,0001605592013091120140627,Mezzolombardo,1
395,0000000052013091120140627,0001605602013091120140627,Toss,0
395,0000000022013091120140627,0001605612013091120140627,Mezzolombardo,1
375,0000000022013091120140627,0001605622013091120140627,Fondo-Via Garibaldi,0
336,0000000052013091120140627,0001605652013091120140627,Peio,0
336,0000000072013091120140627,0001605672013091120140627,Peio,0
336,0000000062013091120140627,0001605682013091120140627,Male',1
336,0000000822013091120140627,0001605692013091120140627,Male',1
336,0000000012013091120140627,0001605702013091120140627,Male',1
332,0000000052013091120140627,0001605712013091120140627,Male',1
332,0000000022013091120140627,0001605722013091120140627,Male',1
332,0000000072013091120140627,0001605732013091120140627,Male',1
638,0000000022013091120140627,0001605752013091120140627,Cavalese-Autostaz.,0
638,0000000022013091120140627,0001605782013091120140627,Cavalese-Autostaz.,0
638,0000000072013091120140627,0001605792013091120140627,Cavalese-Autostaz.,0
638,0000000012013091120140627,0001605802013091120140627,Cavalese-Autostaz.,0
638,0000000022013091120140627,0001605812013091120140627,Cavalese-Autostaz.,0
638,0000000012013091120140627,0001605822013091120140627,Cavalese-Autostaz.,0
638,0000000022013091120140627,0001605832013091120140627,Cavalese-Autostaz.,0
638,0000000072013091120140627,0001605842013091120140627,Cavalese-Autostaz.,0
638,0000000022013091120140627,0001605852013091120140627,Cavalese-Autostaz.,0
638,0000000072013091120140627,0001605862013091120140627,Cavalese-Autostaz.,0
638,0000000022013091120140627,0001605872013091120140627,Cavalese-Autostaz.,0
638,0000000072013091120140627,0001605882013091120140627,Cavalese-Autostaz.,0
638,0000000052013091120140627,0001605892013091120140627,Cavalese-Autostaz.,0
638,0000000072013091120140627,0001605902013091120140627,Cavalese-Autostaz.,0
638,0000000042013091120140627,0001605912013091120140627,Cavalese-Autostaz.,0
638,0000004512013091120140627,0001605922013091120140627,Cavalese-Autostaz.,0
638,0000000072013091120140627,0001605932013091120140627,Cavalese-Autostaz.,0
638,0000000012013091120140627,0001605942013091120140627,Cavalese-Autostaz.,0
638,0000000042013091120140627,0001605952013091120140627,Cavalese-Autostaz.,0
638,0000004512013091120140627,0001605962013091120140627,Cavalese-Autostaz.,0
638,0000000072013091120140627,0001605972013091120140627,Cavalese-Autostaz.,0
638,0000000012013091120140627,0001605982013091120140627,Cavalese-Autostaz.,0
638,0000000042013091120140627,0001605992013091120140627,Cavalese-Autostaz.,0
638,0000004512013091120140627,0001606002013091120140627,Cavalese-Autostaz.,0
638,0000000072013091120140627,0001606012013091120140627,Cavalese-Autostaz.,0
638,0000004512013091120140627,0001606042013091120140627,Ora-Stazione FsTrenitalia,1
638,0000000072013091120140627,0001606052013091120140627,Ora-Stazione FsTrenitalia,1
638,0000000042013091120140627,0001606062013091120140627,Ora-Stazione FsTrenitalia,1
638,0000000012013091120140627,0001606092013091120140627,Ora-Stazione FsTrenitalia,1
638,0000000072013091120140627,0001606132013091120140627,Ora-Stazione FsTrenitalia,1
638,0000004512013091120140627,0001606162013091120140627,Ora-Stazione FsTrenitalia,1
638,0000000072013091120140627,0001606172013091120140627,Ora-Stazione FsTrenitalia,1
638,0000004512013091120140627,0001606202013091120140627,Ora-Stazione FsTrenitalia,1
638,0000000072013091120140627,0001606212013091120140627,Ora-Stazione FsTrenitalia,1
638,0000004512013091120140627,0001606242013091120140627,Ora-Stazione FsTrenitalia,1
638,0000000072013091120140627,0001606252013091120140627,Ora-Stazione FsTrenitalia,1
638,0000000072013091120140627,0001606272013091120140627,Cavalese-Autostaz.,0
638,0000000092013091120140627,0001606282013091120140627,Cavalese-Autostaz.,0
352,0000000022013091120140627,0001606382013091120140627,Marilleva 900,0
352,0000000012013091120140627,0001606412013091120140627,Male' Ferrovia,0
352,0000000012013091120140627,0001606482013091120140627,Trento-Staz. Ftm,1
102,0000000092013091120140627,0001606502013091120140627,Fiera di Primiero,1
316,0000000092013091120140627,0001606512013091120140627,Falcade,0
120,0000000062013091120140627,0001606552013091120140627,Piazzo di Segonzano,0
3,0000000052013091120140627,0001606772013091120140627,Trento-Autostaz.,1
65,0000000022013091120140627,0001606782013091120140627,Cavalese-Autostaz.,1
336,0000000062013091120140627,0001606802013091120140627,Fucine,0
231,0000000322013091120140627,0001606922013091120140627,Brentonico,1
375,0000000052013091120140627,0001606952013091120140627,Dambel,0
634,0000000022013091120140627,0001606982013091120140627,Riva Del G.-Autostaz.,0
343,0000000052013091120140627,0001606992013091120140627,Pineta di Faedo,0
324,0000000022013091120140627,0001607012013091120140627,Somrabbi,0
90,0000000322013091120140627,0001607032013091120140627,Barco,0
549,0000000062013091120140627,0001607052013091120140627,Pergine-Loc. Buss,0
194,0000000062013091120140627,0001607082013091120140627,Pomarolo,1
188,0000000052013091120140627,0001607112013091120140627,Pergine V.-C.Intermodale,1
188,0000000092013091120140627,0001607122013091120140627,Pergine V.-C.Intermodale,1
90,0000000062013091120140627,0001607132013091120140627,Loc. Lochere,0
90,0000000822013091120140627,0001607142013091120140627,Loc. Lochere,0
90,0000000062013091120140627,0001607152013091120140627,Levico Terme-Autostazione,1
90,0000000822013091120140627,0001607162013091120140627,Levico Terme-Autostazione,1
90,0000000092013091120140627,0001607172013091120140627,Barco,0
90,0000000092013091120140627,0001607182013091120140627,Levico Terme-Autostazione,1
117,0000000022013091120140627,0001607212013091120140627,Cavalese-Autostaz.,1
117,0000000022013091120140627,0001607222013091120140627,Cavalese-Autostaz.,1
117,0000000022013091120140627,0001607232013091120140627,Cavalese-Autostaz.,1
167,0000000022013091120140627,0001607252013091120140627,Pieve di Bono-Loc. Creto,1
167,0000000042013091120140627,0001607272013091120140627,Daone,0
179,0000000062013091120140627,0001607422013091120140627,Pergine V.-C.Intermodale,1
179,0000000822013091120140627,0001607432013091120140627,Pergine V.-C.Intermodale,1
171,0000000052013091120140627,0001607452013091120140627,Riva Del G.-Autostaz.,1
311,0000000062013091120140627,0001607512013091120140627,Siror,1
401,0000000022013091120140627,0001607572013091120140627,Cles-Autostazione,1
78,0000000022013091120140627,0001607592013091120140627,Margone,0
343,0000000052013091120140627,0001607662013091120140627,Mezzocorona Ferrovia,1
343,0000000052013091120140627,0001607672013091120140627,Pineta di Faedo,0
231,0000000062013091120140627,0001607812013091120140627,Brentonico,0
231,0000000822013091120140627,0001607822013091120140627,Brentonico,0
340,0000000052013091120140627,0001607882013091120140627,Rovere' D/Luna-Trentinalatte,0
340,0000000052013091120140627,0001607912013091120140627,Mezzocorona-Staz.Fs,1
375,0000000052013091120140627,0001607942013091120140627,Cles-Piazza Fiera,1
354,0000000052013091120140627,0001608272013091120140627,Mechel,0
354,0000000022013091120140627,0001608282013091120140627,Mechel,0
354,0000000092013091120140627,0001608302013091120140627,Mechel,0
354,0000000022013091120140627,0001608312013091120140627,Mechel,0
157,0000000052013091120140627,0001608382013091120140627,Storo,1
71,0000000022013091120140627,0001608412013091120140627,Tione-Autostazione,0
73,0000000092013091120140627,0001608462013091120140627,Tione-Autostazione,1
73,0000000022013091120140627,0001608472013091120140627,Tione-Autostazione,1
71,0000000062013091120140627,0001608522013091120140627,Ponte Arche-Autost.,1
71,0000000022013091120140627,0001608542013091120140627,Trento-Autostaz.,1
71,0000000072013091120140627,0001608552013091120140627,Trento-Autostaz.,1
71,0000000352013091120140627,0001608562013091120140627,Trento-Autostaz.,1
71,0000000022013091120140627,0001608632013091120140627,Trento-Autostaz.,1
73,0000000042013091120140627,0001608652013091120140627,Montagne-Binio,0
73,0000000092013091120140627,0001608682013091120140627,Montagne-Binio,0
73,0000000052013091120140627,0001608702013091120140627,Montagne-Binio,0
71,0000000022013091120140627,0001608712013091120140627,Trento-Autostaz.,1
71,0000000042013091120140301,0001608752013091120140301,Trento-Autostaz.,1
366,0000000052013091120140627,0001608772013091120140627,Cles-Autostazione,0
175,0000000322013091120140627,0001608892013091120140627,Trento-Autostaz.,1
332,0000000042013091120140627,0001608912013091120140627,Fucine,0
332,0000004512013091120140627,0001608922013091120140627,Fucine,0
332,0000000052013091120140627,0001608932013091120140627,Vermiglio Nord,0
134,0000000022013091120140627,0001609002013091120140627,Pergolese,0
134,0000000062013091120140627,0001609032013091120140627,Lago Cavedine-Civ. 21,0
322,0000000052013091120140627,0001609052013091120140627,Masi di Cavedine Sotto Civ. 6,0
322,0000000052013091120140627,0001609062013091120140627,Masi di Cavedine Sotto Civ. 6,0
322,0000000052013091120140627,0001609072013091120140627,Masi di Cavedine Sotto Civ. 6,0
322,0000000052013091120140627,0001609082013091120140627,Vigo Cavedine,1
322,0000000052013091120140627,0001609092013091120140627,Vigo Cavedine,1
179,0000000042013091120140627,0001609112013091120140627,Battisti,0
551,0000000042013091120140627,0001609122013091120140627,Canezza-Maso Dràzeri,0
179,0000000042013091120140627,0001609132013091120140627,Pergine V.-C.Intermodale,1
136,0000000022013091120140627,0001609162013091120140627,Cavalese-Autostaz.,0
136,0000000022013091120140627,0001609172013091120140627,Cavalese-Autostaz.,0
368,0000000062013091120140627,0001609312013091120140627,Cles-Autostazione,1
364,0000000062013091120140627,0001609332013091120140627,Castelfondo,0
151,0000000022013091120140627,0001609382013091120140627,Civezzano,1
151,0000000022013091120140627,0001609402013091120140627,Civezzano,1
151,0000000022013091120140627,0001609412013091120140627,Civezzano,1
151,0000000022013091120140627,0001609422013091120140627,Civezzano,1
151,0000000022013091120140627,0001609432013091120140627,Civezzano,1
151,0000000042013091120140627,0001609442013091120140627,Civezzano,1
151,0000000042013091120140627,0001609462013091120140627,Civezzano,1
336,0000000062013091120140627,0001609482013091120140627,Peio,0
151,0000000022013091120140627,0001609512013091120140627,Bosco di Civezzano,0
151,0000000052013091120140627,0001609522013091120140627,Bosco di Civezzano,0
151,0000000042013091120140627,0001609532013091120140627,Bosco di Civezzano,0
151,0000000022013091120140627,0001609542013091120140627,Bosco di Civezzano,0
151,0000000022013091120140627,0001609552013091120140627,Bosco di Civezzano,0
151,0000000022013091120140627,0001609562013091120140627,Bosco di Civezzano,0
151,0000000062013091120140627,0001609572013091120140627,Bosco di Civezzano,0
151,0000000022013091120140627,0001609582013091120140627,Bosco di Civezzano,0
151,0000000042013091120140627,0001609592013091120140627,Bosco di Civezzano,0
155,0000000062013091120140627,0001609642013091120140627,Fiave',0
417,0000000022013091120140627,0001609722013091120140627,Bolognano,0
417,0000000022013091120140627,0001609732013091120140627,Bolognano,0
634,0000000072013091120140627,0001609972013091120140627,Bolognano,0
634,0000000012013091120140627,0001609982013091120140627,Bolognano,0
634,0000000022013091120140627,0001609992013091120140627,Bolognano,0
417,0000000022013091120140627,0001610032013091120140627,Bolognano,0
417,0000000022013091120140627,0001610042013091120140627,Bolognano,0
336,0000000022013091120140627,0001610462013091120140627,Peio,0
336,0000000072013091120140627,0001610472013091120140627,Peio,0
562,0000000042013091120140627,0001611412013091120140627,Valcanover,0
562,0000000042013091120140627,0001611422013091120140627,Pergine V.-C.Intermodale,1
1,0000000022013091120140627,0001611572013091120140627,Penia,0
1,0000000022013091120140627,0001611582013091120140627,Penia,0
1,0000000072013091120140627,0001611592013091120140627,Penia,0
1,0000000022013091120140627,0001611602013091120140627,Penia,0
1,0000000022013091120140627,0001611612013091120140627,Penia Alta,0
1,0000000072013091120140627,0001611622013091120140627,Penia,0
1,0000000012013091120140627,0001611632013091120140627,Penia,0
1,0000000022013091120140627,0001611662013091120140627,Penia,0
1,0000000072013091120140627,0001611682013091120140627,Penia,0
1,0000000022013091120140627,0001611692013091120140627,Penia,0
1,0000000072013091120140627,0001611702013091120140627,Penia,0
1,0000000022013091120140627,0001611722013091120140627,Penia,0
1,0000000092013091120140627,0001611742013091120140627,Penia,0
1,0000000012013091120140627,0001611762013091120140627,Penia Alta,0
1,0000000012013091120140627,0001611772013091120140627,Penia,0
1,0000000012013091120140627,0001611782013091120140627,Penia,0
1,0000000052013091120140627,0001611812013091120140627,Penia Alta,0
1,0000000302013091120140627,0001611992013091120140627,Trento-Autostaz.,1
1,0000000042013091120140627,0001612002013091120140627,Cavalese-Autostaz.,1
1,0000004512013091120140627,0001612012013091120140627,Cavalese-Autostaz.,1
1,0000000022013091120140627,0001612032013091120140627,Cavalese-Autostaz.,1
1,0000000022013091120140627,0001612042013091120140627,Cavalese-Autostaz.,1
1,0000000012013091120140627,0001612052013091120140627,Cavalese-Autostaz.,1
1,0000000022013091120140627,0001612062013091120140627,Cavalese-Autostaz.,1
1,0000000012013091120140627,0001612082013091120140627,Cavalese-Autostaz.,1
1,0000000012013091120140627,0001612092013091120140627,Cavalese-Autostaz.,1
1,0000000012013091120140627,0001612102013091120140627,Cavalese-Autostaz.,1
1,0000000012013091120140627,0001612112013091120140627,Cavalese-Autostaz.,1
1,0000000022013091120140627,0001612122013091120140627,Cavalese-Autostaz.,1
1,0000000012013091120140627,0001612142013091120140627,Trento-Autostaz.,1
1,0000000012013091120140627,0001612152013091120140627,Trento-Autostaz.,1
1,0000000022013091120140627,0001612162013091120140627,Trento-Autostaz.,1
1,0000000022013091120140627,0001612172013091120140627,Cavalese-Autostaz.,1
340,0000000052013091120140627,0001612232013091120140627,Mezzocorona-Staz.Fs,0
340,0000000092013091120140627,0001612242013091120140627,Mezzocorona-Staz.Fs,0
134,0000000022013091120140627,0001612392013091120140627,Sarche-Centro Comm.,1
134,0000000052013091120140627,0001612412013091120140627,Sarche-Centro Comm.,1
134,0000000052013091120140627,0001612422013091120140627,Sarche-Centro Comm.,1
175,0000000022013091120140627,0001612452013091120140627,Vigo Cavedine,1
134,0000000042013091120140627,0001612472013091120140627,Trento-Autostaz.,1
134,0000000022013091120140627,0001612492013091120140627,Sarche-Centro Comm.,1
134,0000000072013091120140627,0001612502013091120140627,Sarche-Centro Comm.,1
175,0000000022013091120140627,0001612602013091120140627,Drena,0
71,0000000022013091120140627,0001612852013091120140627,Tione-Autostazione,0
71,0000000072013091120140627,0001612872013091120140627,Campo Carlomagno,0
71,0000000072013091120140627,0001612892013091120140627,Campo Carlomagno,0
71,0000000072013091120140627,0001612902013091120140627,M. Campiglio,0
71,0000000022013091120140627,0001612912013091120140627,M. Campiglio,0
71,0000000022013091120140627,0001612972013091120140627,Campo Carlomagno,0
71,0000000072013091120140627,0001612982013091120140627,Campo Carlomagno,0
175,0000000022013091120140627,0001613102013091120140627,Drena,0
175,0000000042013091120140627,0001613132013091120140627,Vigo Cavedine,0
175,0000000022013091120140627,0001613142013091120140627,Vigo Cavedine,0
175,0000000022013091120140627,0001613152013091120140627,Vigo Cavedine,0
134,0000000042013091120140627,0001613222013091120140627,Sarche-Cassa Rurale,0
175,0000000022013091120140627,0001613312013091120140627,Vigo Cavedine,0
636,0000000022013091120140627,0001613682013091120140627,M. Campiglio,0
520,0000000022013091120140627,0001613812013091120140627,Trento-Autostaz.,1
520,0000000022013091120140627,0001613822013091120140627,Trento-Autostaz.,1
494,0000000012013091120140627,0001614042013091120140627,Trento-Autostaz.,1
520,0000000022013091120140627,0001614062013091120140627,Trento-Autostaz.,1
520,0000000052013091120140627,0001614082013091120140627,Trento-Autostaz.,1
300,0000000052013091120140627,0001614112013091120140627,Civezzano,0
494,0000000052013091120140627,0001614142013091120140627,Trento-Autostaz.,1
520,0000000022013091120140627,0001614212013091120140627,Trento-Autostaz.,1
520,0000000072013091120140627,0001614222013091120140627,Trento-Autostaz.,1
520,0000000022013091120140627,0001614232013091120140627,Trento-Ospedale S.Camillo,1
520,0000000022013091120140627,0001614252013091120140627,Trento-Autostaz.,1
520,0000000022013091120140627,0001614502013091120140627,Trento-Autostaz.,1
494,0000000042013091120140627,0001614742013091120140627,Trento-Autostaz.,1
69,0000000042013091120140627,0001614762013091120140627,Baselga P.-Municipio,1
