stop_id,stop_name,stop_desc,stop_lat,stop_lon
1048,S.Martino di Castrozza,,46.262152,11.804287
1049,S.Martino di C.-H.Cristallo,,46.258679,11.802423
1050,Impianti Tognola,,46.254704,11.800066
1051,Valmesta,,46.227085,11.808750
1052,Siror-Birr.Val Serena,,46.189864,11.825319
1053,Siror,,46.187088,11.830580
1054,Tressane,,46.179307,11.832565
1055,Ponte Mirabello,,46.177663,11.831366
1056,Fiera di Primiero,,46.174311,11.828603
1057,Fiera di P.-Sup.Trentini,,46.171606,11.824472
1058,Sorive,,46.160368,11.819909
1059,Mezzano-Albergo Salgetti,,46.156242,11.814595
1060,Mezzano,,46.154591,11.805976
1061,Imer--Sup. Schlecker,,46.151919,11.800797
1062,Imer,,46.151018,11.796068
1063,Masi di Imer,,46.145284,11.785768
1064,S.Silvestro,,46.131439,11.769023
1065,Pontet,,46.106741,11.774054
1066,Port,,46.092965,11.761661
1067,Val Rosna,,46.084136,11.764421
1068,Moline,,46.066332,11.763506
1069,Ponte Oltra,,46.060534,11.763205
1070,Fontane di Lamon,,46.036416,11.761574
1071,Ponte Serra,,46.029632,11.762566
1072,Fonzaso-Pedesalto,,46.021116,11.781461
1073,Fonzaso,,46.016660,11.802563
1074,Arten,,46.008258,11.831188
1076,Feltre-Gel. La Zuecca,,46.019048,11.893374
1077,Feltre-Rist.Sole di Napoli,,46.021457,11.904487
1078,Feltre-Ospedale,,46.021853,11.908009
1079,Feltre-Staz. Fs,,46.012749,11.910851
1080,Feltre-Staz. Fs,,46.012491,11.910304
1081,S.Lucia,,46.003297,11.840661
1082,Arten,,46.008708,11.831534
1083,Ponte Oltra,,46.060441,11.762556
1084,Moline,,46.066056,11.763738
1085,Masi di Imer,,46.145367,11.786083
1086,Masi di Imer-Str.Dismessa,,46.145815,11.786131
1087,Imer,,46.150561,11.794517
1088,Mezzano,,46.154450,11.806214
1089,Mezzano-Alb.Salgetti,,46.156398,11.815198
1090,Siror,,46.186854,11.830376
1091,Impianti Tognola,,46.254564,11.800643
1092,S.Martino di C.-H.Cristallo,,46.258584,11.802600
1093,Canal S.Bovo,,46.154983,11.733015
1094,Canal S.Bovo-Somprà,,46.159542,11.727580
1095,Pianazzi Bivio,,46.162501,11.722351
1096,Ronco Fosse,,46.153340,11.719645
1097,Ronco-Bivio Pugnai,,46.149553,11.719951
1098,Ronco-Bivio Gasperoi,,46.141878,11.717190
1099,Ronco Chiesa,,46.141561,11.714637
1100,Povo-Mesiano,,46.067597,11.144135
1102,Caldonazzo-Staz. Fs,,45.997136,11.264702
1103,Levico Terme-Staz. Fs,,46.005879,11.305009
1104,Grigno-Staz. Fs,,46.015362,11.624995
1105,Tezze-Staz. Fs,,46.055537,11.616157
1106,Primolano-Staz. Fs,,45.965663,11.701313
1107,Susa',,46.051111,11.223539
1108,Trento-C.So Tre Novembre,,46.062416,11.123713
1109,Trento-Viale Verona,,46.056531,11.128456
1110,Trento-Distretto,,46.052748,11.129803
1111,Trento Viale Verona Big Center,,46.045090,11.130933
1112,Trento-Man,,46.036737,11.130338
1113,Mattarello-Loc.Ronchi,,46.017259,11.132495
1114,Mattarello,,46.005283,11.126502
1115,Acquaviva,,45.989952,11.122780
1116,Acquaviva-Pizzeria,,45.980673,11.116452
1117,Besenello-Ferm. Nord,,45.945968,11.106163
1118,Besenello,,45.942137,11.109389
1119,Besenello-Ferm. Sud,,45.936943,11.110420
1120,Calliano,,45.934198,11.095733
1121,Calliano-Grafiche Manfrini,,45.928835,11.093172
1122,Castelpietra,,45.922967,11.092189
1123,Volano,,45.917920,11.063780
1124,S.Ilario,,45.908274,11.040552
1125,Rovereto-V.Le Trento,,45.900157,11.041998
1126,Rovereto-Via Manzoni,,45.892473,11.038426
1127,Rovereto-Staz.F.S.,,45.890326,11.033849
1128,Rovereto-Difr.Rist.Cristina,,45.884107,11.032630
1129,Lizzanella,,45.874533,11.031686
1130,Lizzanella-Bar Verona,,45.872773,11.024339
1131,Centro Commerciale Millenium,,45.868790,11.014188
1132,Mori-Stazione F.S.,,45.861908,11.000683
1133,Ravazzone di Mori,,45.860092,10.991291
1134,Molina di Mori,,45.855210,10.985631
1135,Mori-Bar Centrale,,45.851605,10.978781
1136,Mori-Bivio Sud,,45.853367,10.967981
1137,Mori-Difr.Discoteca Fanum,,45.855035,10.946812
1138,Loppio,,45.855726,10.929794
1139,Passo S.Giovanni,,45.874042,10.906461
1140,Nago,,45.878476,10.890669
1141,Torbole,,45.870887,10.875764
1142,Linfano Bivio,,45.875583,10.871503
1143,Riva V.Rovereto H.Brione,,45.880111,10.856036
1144,Riva V.Rovereto H.Du Lac,,45.883055,10.852641
1145,Riva Via D.Chiesa,,45.888706,10.846075
1146,Riva Del G.-Autostaz.,,45.892289,10.844892
1147,Riva D/Garda Rione Degasperi,,45.895383,10.850061
1148,Riva Del G. C.Comm. 2000,,45.896469,10.851309
1149,Riva Del G. S.Nazzaro,,45.899783,10.855660
1150,S.Tomaso-Direz. Arco,,45.902286,10.860011
1151,Arco S.Caterina Eurospar,,45.904792,10.864220
1152,Arco Bivio Sp 36 Grazie,,45.906486,10.866327
1153,Arco Via S.Caterina,,45.912254,10.875211
1154,Arco-Autostaz.,,45.916113,10.883001
1155,Arco Piazza Italia,,45.919566,10.891333
1156,Caneve,,45.916735,10.892204
1157,Bolognano Bivio,,45.910903,10.900309
1158,Bolognano,,45.912063,10.901986
1159,Bolognano Via Asilo,,45.914058,10.902196
1160,Massone Case Itea,,45.921813,10.899108
1161,Massone,,45.924014,10.898306
1162,S.Martino di Arco,,45.924460,10.894775
1163,Arco Svizzera,,45.921461,10.891616
1164,Arco Bivio Sp 36 Grazie,,45.906976,10.867143
1165,Arco S.Caterina Eurospar,,45.904663,10.863891
1166,S.Tomaso-Direz. Riva,,45.902908,10.861114
1167,Riva Del G. S.Nazzaro,,45.899091,10.854464
1168,Riva Del G. C.Comm. 2000,,45.897765,10.852435
1169,Riva D/Garda Rione Degasperi,,45.894834,10.849462
1170,Riva D/Garda Viale Martiri,,45.887604,10.844054
1171,Nago,,45.878302,10.890542
1172,Loppio,,45.855490,10.930108
1173,Mori-Bar Centrale,,45.851608,10.978989
1174,Molina di Mori,,45.855097,10.985453
1175,Ravazzone di Mori,,45.858717,10.990649
1177,Lizzanella-Bar Verona,,45.872694,11.024273
1178,Lizzanella,,45.874361,11.031758
1179,Rovereto-Rist.Cristina,,45.883028,11.032565
1180,Rovereto-Staz.F.S.,,45.890243,11.034030
1181,Rovereto-V.Le Trento,,45.900353,11.042123
1182,S.Ilario,,45.908367,11.040784
1183,Volano,,45.917749,11.063577
1184,Calliano,,45.934013,11.096002
1185,Besenello,,45.941793,11.109991
1186,Besenello-Ferm. Nord,,45.946015,11.106023
1187,Mattarello,,46.005251,11.126637
1188,Trento-Man,,46.037835,11.130486
1189,Trento-Ponte Cavaleggeri,,46.059353,11.126297
1190,Trento-Via Rosmini,,46.068218,11.118796
1191,Tonadico-Lisiera,,46.181183,11.841123
1192,Tonadico-Centr.Castelpietra,,46.184630,11.845447
1193,Bivio Val Canali,,46.189613,11.861092
1194,Baita Del Vecio,,46.185473,11.873973
1195,Passo Cereda,,46.192986,11.905223
1196,Mis,,46.207137,11.927153
1197,Mis di Mezzo,,46.205713,11.928996
1198,Mis di Sotto,,46.203515,11.930098
1199,Sagron,,46.195002,11.943357
1200,Bellamonte-Albergo Zaluna,,46.314589,11.647139
1201,Bellamonte,,46.312911,11.662986
1202,Bellamonte-H.Torretta,,46.311058,11.674500
1203,Lago Forte Buso,,46.306909,11.701286
1205,Paneveggio Centro Forestale,,46.309541,11.748096
1206,Bivio Malga Juribello,,46.300119,11.763517
1207,"Malga Rolle",,46.295816,11.776544
1208,Passo Rolle,,46.296305,11.787139
1209,P.Sso Rolle-Segg. Segantini,,46.297907,11.788999
1210,P.Sso Rolle-Malga Fosse,,46.289455,11.798580
1211,S.Martino di C.-H. S.Martino,,46.266379,11.802413
1212,S.Martino di C.-Im.Col Verde,,46.264917,11.804217
1213,S.Martino di C.-H.Belvedere,,46.264314,11.801833
1218,Paneveggio,,46.306657,11.739067
1224,Caoria-Bar Cauriol,,46.194858,11.680894
1225,Caoria-Ponte Valsorda,,46.197164,11.678894
1226,Caoria,,46.198012,11.675734
1227,Lausen,,46.149954,11.734824
1229,Bivio Prade,,46.151486,11.741642
1230,Berni,,46.156637,11.745893
1231,Prade,,46.157314,11.740539
1232,Cicona,,46.162906,11.744184
1233,Zortea,,46.162717,11.750159
1234,Zortea-Loc. Mureri,,46.164872,11.757456
1235,Barbine,,46.157837,11.754333
1236,P.Sso Gobbera-F.Mazuca,,46.150300,11.751120
1237,Passo Gobbera,,46.147663,11.758202
1238,Passo Gobbera,,46.147632,11.757656
1239,Canal S.Bovo,,46.154704,11.733040
1240,Caoria-Ponte Valsorda,,46.197181,11.678532
1242,Cavalese-Hotel Coronelle,,46.294815,11.454263
1243,Daiano-Parco Giochi,,46.300106,11.450123
1244,Daiano,,46.300879,11.447872
1245,Varena-Pizz. La Cantinetta,,46.302821,11.454024
1246,Varena Centro-Alb. Alpino,,46.303567,11.456161
1247,Varena,,46.305514,11.458118
1248,Trento-Via Valsugana,,46.069120,11.136319
1249,Cirè-Ex Statale,,46.077164,11.207011
1250,Roveda-Maso Puech Pote,,46.074384,11.287907
1251,Roveda-Maso Sroveri,,46.069344,11.292393
1252,Roveda,,46.067989,11.298912
1253,Roveda-Maso Tolleri,,46.069281,11.299101
1254,Roveda-Maso Martinotti,,46.071815,11.304078
1255,Roveda-Maso Stiopetteri C.,,46.071543,11.298769
1256,Kamauz-Maso Frunt,,46.072812,11.301187
1257,Kamauz,,46.074718,11.302164
1258,Canezza-Rist. Al Sole,,46.080110,11.275681
1259,Borgo Vals.-Case Itea,,46.058762,11.469263
1260,Telve,,46.070437,11.477965
1261,Telve-Panorama,,46.070379,11.483099
1262,Telve-Via S.Giustina,,46.072891,11.484734
1264,Telve-Salti,,46.073963,11.480759
1265,Ponte S.Giovanni,,46.075054,11.474240
1266,Telve di Sopra,,46.072006,11.472214
1267,Campestrini,,46.077688,11.456859
1268,Torcegno-Segheria,,46.074770,11.451065
1269,Torcegno,,46.073038,11.450420
1270,Ronchi Valsugana,,46.072599,11.438554
1271,Ronchi-Loc. Marchi,,46.066813,11.432584
1272,Stauda,,46.063774,11.429672
1273,Montebello,,46.061208,11.425914
1274,Maso Roneri,,46.059241,11.420822
1275,Rincheri,,46.056603,11.416641
1277,Cinte Tesino Bivio,,46.067453,11.607539
1457,Ora-Auer,,46.348173,11.297324
1458,Maso Del Gobbo,,46.033816,10.947743
1459,Pietramurata,,46.017091,10.942043
1460,Isoletta,,46.009174,10.935767
1461,Marocche-Pescicoltura,,46.002236,10.926660
1462,Marocche,,45.998564,10.925295
1463,Gaggiolo,,45.993660,10.926532
1464,Centrale Fies,,45.986449,10.926882
1465,Dro-Al Lago,,45.982597,10.925059
1466,Dro Itea,,45.962453,10.915978
1467,Dro,,45.961474,10.910726
1468,Dro-Carabinieri,,45.958516,10.906523
1469,Ceniga,,45.951387,10.900851
1470,Ceniga Bivio Sud,,45.946609,10.902954
1471,Arco Moletta,,45.931025,10.896185
1472,Roncegno Chiesa,,46.049712,11.406684
1474,S.Martino di Arco,,45.923731,10.893138
1475,Daiano-Via Arca I,,46.300319,11.445211
1476,Daiano-Via Arca Civ.20,,46.298112,11.444162
1477,Carano,,46.292416,11.437238
1478,Masi-Az. Agricola,,46.281916,11.496317
1479,Lago di Tesero,,46.281974,11.515006
1480,Lago-Mobilif. De Pal,,46.283985,11.521973
1481,Tesero Bivio,,46.285506,11.523799
1482,Daino,,46.023309,10.943759
1483,Baselga di Pinè-Monum.,,46.130951,11.246447
1484,Miola,,46.126782,11.246524
1485,Miola-St. Ghiaccio,,46.125424,11.253586
1486,Faida-Rauta,,46.112841,11.253843
1487,Faida,,46.109689,11.251616
1490,Cavalese-Autostaz.,,46.287912,11.463237
1492,Canzolino,,46.083701,11.221506
1493,Canzolino-Hotel Miralago,,46.082622,11.230442
1494,Canzolino-Bivio Buss,,46.084555,11.230766
1495,Riposo,,46.084493,11.236938
1496,Montagnaga,,46.098614,11.236071
1497,Valt,,46.106817,11.236568
1498,Ferrari-Hotel Scoiattolo,,46.111813,11.234198
1499,Ferrari,,46.121678,11.239945
1501,Miola-Bivio Ferrari/Miola,,46.124923,11.243146
1502,Mazzanigo,,46.103797,11.188919
1503,S.Agnese,,46.106121,11.183918
1507,Campo Lomaso,,46.024031,10.865607
1508,Campo Lomaso Ii,,46.021898,10.866744
1509,Vigo Lomaso,,46.013210,10.869079
1510,Dasindo,,46.011844,10.860407
1511,Stumiaga,,46.007007,10.849006
1512,Fiavè-Caseificio,,46.001943,10.846004
1514,Fiavè-Bar Aurora,,46.001174,10.840937
1515,Torbiera,,45.992446,10.838008
1516,Fiavè Pineta,,45.988124,10.833076
1517,Ballino,,45.965503,10.811513
1518,Lago di Tenno,,45.935073,10.812050
1519,Ville Del Monte,,45.930259,10.822412
1520,Ville Del Monte I,,45.927399,10.825673
1521,Tenno,,45.921139,10.831297
1522,Tenno-Rist. Alla Croce,,45.918081,10.832840
1523,Cologna-Alb.Panorama,,45.915367,10.847093
1524,Cologna,,45.914858,10.842365
1525,Cologna-Belvedere,,45.913960,10.841415
1526,Gavazzo,,45.912491,10.840954
1528,Gardolo-Zona Ind.Le,,46.105316,11.100608
1530,Trento-Ospedale S.Chiara,,46.058154,11.132919
1531,Trento-Osp. S.Chiara,,46.058154,11.131198
1532,Trento-Ospedale S.Camillo,,46.065482,11.131826
1534,Trento-P.Zza Venezia,,46.067676,11.126902
1535,Trento-Via Barbacovi,,46.064481,11.129758
1536,Trento-Via M.Baldo,,46.057536,11.117437
1538,Varone Alberello,,45.907214,10.840333
1539,Varone Via Ballino 14,,45.904369,10.842057
1540,Varone-Sc.Alberghiera,,45.901560,10.844310
1541,Albola,,45.897666,10.844129
1542,Riva D/Garda V.Le Dei Tigli 21,,45.892365,10.842948
1545,Varone Cascata,,45.911926,10.837202
1546,Cologna-Alb.Panorama,,45.915416,10.847131
1547,Ballino,,45.965776,10.811609
1548,Torbiera,,45.992714,10.838523
1549,Fiavè-Bar Aurora,,46.001313,10.841014
1550,Fiave',,46.004365,10.842042
1551,Fiavè-Caseificio,,46.002206,10.845756
1552,Stumiaga,,46.007379,10.849193
1554,Vigo Lomaso,,46.013241,10.869090
1555,Campo Lomaso Ii,,46.021557,10.866822
1556,Campo Lomaso,,46.023680,10.865724
1558,Cares,,46.032891,10.863776
1559,Comighello,,46.030953,10.851467
1560,Sesto Bivio,,46.031422,10.846947
1562,Villa di Bleggio,,46.029307,10.841954
1563,Santa Croce,,46.024471,10.838769
1564,Madice,,46.023864,10.832003
1565,Marcè Bivio,,46.019261,10.823814
1566,Cavrasto,,46.017078,10.819855
1567,Balbido,,46.014205,10.811819
1568,Rango,,46.018187,10.811832
1569,Cavaione,,46.022570,10.819804
1570,Marazzone,,46.026893,10.820735
1571,Larido,,46.028690,10.823714
1572,Bivedo,,46.028738,10.826650
1574,Polin,,46.026824,10.720090
1575,Breguzzo-Loc. Petò,,46.018713,10.711183
1576,Breguzzo-Corè,,46.015355,10.707604
1577,Breguzzo,,46.009294,10.699435
1578,Breguzzo-Hotel Carlone,,46.006364,10.697937
1579,Bondo,,46.000242,10.692876
1580,Pra' di Bondo,,45.996292,10.690680
1581,Prà di Bondo-Falegnameria,,45.990894,10.685662
1582,Roncone,,45.983562,10.670695
1583,Fontanedo,,45.979182,10.666827
1584,Lardaro,,45.969381,10.660893
1585,Forti di Lardaro,,45.962753,10.658039
1586,Strada,,45.944284,10.642772
1587,Pieve di Bono-Loc. Creto,,45.939249,10.638650
1588,Agrone,,45.954529,10.650079
1589,Pieve di Bono-Tratt.Borel,,45.935769,10.639060
1592,Cologna di P.Bono,,45.931355,10.637450
1593,Cimego-Centrale Enel,,45.924618,10.632708
1594,Ponte Cimego,,45.915356,10.621384
1595,Cimego,,45.911927,10.614400
1596,Cimego-Loc.Quartinago,,45.910622,10.611835
1597,Cimego-Bar Porte,,45.904469,10.608408
1598,Condino-Alb.Condino,,45.891406,10.601560
1599,Condino,,45.889021,10.599610
1600,Condino-Case Itea,,45.884992,10.596494
1601,Condino-Cartiere,,45.880389,10.592588
1602,Condino-Carpenteria,,45.874623,10.588411
1605,Storo,,45.848809,10.578087
1606,Storo-Al Melograno,,45.850216,10.575210
1608,Casa Rossa,,45.852440,10.565998
1609,Darzo-Stork Club,,45.849192,10.559670
1610,Darzo,,45.841258,10.549742
1611,Darzo-Zona Ind.Le,,45.834353,10.542857
1612,Lodrone,,45.829192,10.535456
1613,Ponte Caffaro Bivio,,45.825079,10.531114
1614,Ponte Caffaro-Mobilif.,,45.820924,10.539249
1615,Ponte Caffaro-Pescicoltura,,45.817692,10.544283
1616,Baitoni-Via Lago,,45.810328,10.543379
1617,Baitoni,,45.808723,10.539588
1618,Tione-Hotel Milano,,46.029118,10.723754
1619,Polin,,46.026806,10.720064
1620,Breguzzo,,46.009868,10.700202
1622,Bondo,,46.000001,10.692832
1623,Prà di Bondo,,45.996469,10.690919
1624,Roncone,,45.984559,10.672081
1625,Fontanedo,,45.978898,10.666773
1626,Lardaro,,45.969770,10.661090
1627,Forti di Lardaro,,45.963004,10.658392
1628,Agrone,,45.955368,10.650607
1629,Strada,,45.944013,10.642640
1630,Pieve di Bono-Tratt.Borel,,45.935706,10.639071
1631,Cologna di P.Bono,,45.931273,10.637534
1632,Condino-Alb.Condino,,45.891388,10.601534
1633,Condino-Albergo Corona.,,45.888994,10.599609
1634,Condino-Case Itea,,45.885120,10.596701
1635,Condino-Cartiere,,45.880370,10.592622
1637,Storo,,45.848889,10.578160
1638,Darzo,,45.842292,10.550493
1639,Darzo-Zona Ind.Le,,45.834080,10.542728
1640,Lodrone,,45.829324,10.535700
1641,Ponte Caffaro-Mobilif.,,45.821142,10.538882
1643,Poia,,46.028668,10.880072
1645,Comano,,46.034769,10.891022
1646,Godenzo,,46.028860,10.883158
1647,Poia,,46.028479,10.880067
1648,Lundo,,46.012779,10.884054
1649,Villa Banale,,46.046407,10.887193
1650,Premione-Via di Pestelan,,46.047643,10.880493
1651,Premione,,46.048273,10.874201
1652,Stenico-Scuola,,46.049860,10.856623
1653,Stenico,,46.051971,10.853879
1655,Stenico-Dologno,,46.053473,10.873476
1656,Dos Doa,,46.054273,10.897553
1657,Seo,,46.057110,10.872923
1658,Sclemo-Via Dei Caputel,,46.053790,10.879404
1659,Sclemo,,46.055964,10.884041
1660,Tavodo,,46.066323,10.892204
1661,Tavodo-S.Provinciale,,46.064889,10.892129
1662,Dorsino,,46.073366,10.896859
1663,S.Lorenzo In Banale,,46.076504,10.907305
1664,S.Lorenzo-Chiesa,,46.076672,10.909368
1665,Lago Nembia,,46.096096,10.932585
1666,Lago Nembia-Casa Enel,,46.107358,10.943027
1669,Molveno-Centro,,46.142420,10.963759
1670,Molveno-Lido Lago,,46.140743,10.962853
1671,Molveno-Hotel Du Lac,,46.141236,10.965607
1672,Molveno-Grand Hotel,,46.134919,10.970224
1673,Lago Nembia,,46.095952,10.933324
1674,S.Lorenzo In Banale,,46.076385,10.907682
1675,Tavodo-Incr.S.P.,,46.064760,10.892034
1676,Sclemo,,46.055896,10.884206
1679,Dos Doa,,46.054075,10.897270
1680,Stenico-Dologno,,46.053480,10.873597
1681,Stenico-Case Nuove,,46.052309,10.861002
1682,Stenico,,46.051868,10.853805
1683,Premione,,46.048262,10.874064
1688,Castel Condino,,45.916322,10.602714
1689,Bersone,,45.944017,10.633506
1690,Praso,,45.949536,10.637414
1691,Daone,,45.947374,10.621184
1692,Castelnuovo-Zanzibar,,46.060200,11.490312
1693,Carzano,,46.069839,11.493617
1695,Scurelle-Strettoia-Cartiera,,46.069067,11.498190
1696,Strigno-Loc.Colle,,46.067461,11.516074
1697,Spera,,46.070410,11.508857
1698,Strigno-Loc. Colle,,46.067492,11.515873
1699,Samone,,46.081220,11.521945
1700,Riva Del G.-Bivio Val Ledro,,45.894756,10.842615
1701,Pregasina Bivio,,45.864433,10.812754
1702,Pregasina,,45.851215,10.824947
1703,Biacesa,,45.865050,10.805388
1704,Prè,,45.866333,10.788169
1705,Barcesino,,45.870893,10.781512
1706,Molina di Ledro,,45.871762,10.772216
1707,Molina di Ledro-Lago,,45.873683,10.766712
1708,Mezzolago,,45.881040,10.750447
1709,Pieve di Ledro,,45.889293,10.730664
1710,Bezzecca-Vigili Del Fuoco,,45.893204,10.723837
1711,Bezzecca-Scuole,,45.894714,10.720104
1712,Locca,,45.900381,10.725642
1713,Enguiso,,45.905795,10.729220
1714,Lenzumo,,45.912386,10.726404
1715,Lenzumo-Bar Taverna,,45.913165,10.728461
1716,Enguiso,,45.906001,10.729023
1717,Locca,,45.900374,10.725557
1719,Tiarno di Sotto-Bivio,,45.893015,10.705842
1721,Tiarno di Sotto,,45.893420,10.686731
1722,Tiarno di Sotto-Garage,,45.892870,10.680696
1723,Tiarno di Sopra-Cooperativa,,45.891308,10.674937
1724,Tiarno di Sopra,,45.889966,10.671907
1726,Ampola Agritur,,45.875782,10.658552
1727,Tremalzo Bivio,,45.864065,10.645069
1728,Storo Strada V.Di Ledro Civ.7,,45.846513,10.582364
1729,Tiarno di Sopra-Mariani,,45.882813,10.666215
1730,Tiarno di Sopra,,45.889993,10.671907
1731,Mezzolago,,45.880746,10.750805
1732,Molina di Ledro-Lago,,45.873879,10.766535
1733,Molina di Ledro,,45.871873,10.771779
1734,Barcesino,,45.871072,10.779830
1735,Biacesa,,45.864939,10.804951
1737,Padergnone Bivio,,46.060261,10.992518
1738,Calavino,,46.045571,10.982813
1739,Calavino-Via Battisti,,46.041420,10.982354
1740,Madruzzo Bivio,,46.033912,10.981413
1741,Lasino-Pizzeria 4 Stagioni,,46.024861,10.981219
1742,Lasino-Piazza,,46.023488,10.983349
1743,Stravino-Loc.Berlonga,,46.007748,10.981171
1744,Stravino,,46.003193,10.980432
1745,Cavedine-Telsar S.P.A.,,45.997601,10.977441
1746,Cavedine,,45.993519,10.974624
1747,Brusino,,45.985835,10.975991
1748,Cavedine-Loc.Mai,,45.984137,10.977893
1750,Vigo Cavedine,,45.978967,10.981220
1752,Vigo Cavedine Bivio,,45.978092,10.977703
1753,Masi di Vigo Cavedine-Bivio,,45.973406,10.974385
1754,Luch,,45.965820,10.962328
1755,Drena,,45.971089,10.944498
1756,Lavini di Dro,,45.972773,10.934374
1757,Centrale di Drena,,45.967117,10.928191
1758,Arco Via Capitelli,,45.919119,10.880279
1759,Arco Ospedale,,45.918802,10.876025
1760,Chiarano,,45.918883,10.869412
1761,Vigne,,45.919724,10.865352
1762,Varignano,,45.918308,10.861655
1764,Ceole,,45.913916,10.857782
1765,Pasina Bivio,,45.905638,10.851485
1766,Arco Ospedale,,45.918839,10.875975
1770,Mattarello-Ss 12,,46.010331,11.128951
1771,Romagnano-Sp 131 Km 2,,46.009349,11.119329
1772,Romagnano-Sp131 Km 1,,46.012418,11.106722
1773,Romagnano-Cava Lonardi,,46.007832,11.107920
1774,Romagnano-Sp 90 Km 20,,46.002046,11.104938
1775,Aldeno-Maso Toricella,,45.991309,11.097816
1776,Aldeno-Cimitero,,45.982519,11.092483
1777,Aldeno,,45.976958,11.091825
1779,Trento-Via S.Severino Dif. 127,,46.051021,11.111590
1780,Ravina-Via Del Ponte,,46.043359,11.112299
1781,Ravina Bivio,,46.037617,11.114124
1782,Romagnano Bivio,,46.014855,11.106841
1783,Aldeno-Loc. Dossi,,45.973211,11.085161
1784,Aldeno-Loc. Ciausa,,45.975689,11.083537
1785,S. Giorgio di Cimone,,45.975507,11.079658
1786,Covelo di Cimone,,45.979308,11.070638
1787,Covelo-Fam Cooperativa,,45.978460,11.067762
1788,Cimone-Loc. Battistoni,,45.977954,11.064839
1789,Cimone,,45.978318,11.066142
1790,Cimone-Fraz. Pietra,,45.981118,11.068558
1791,Cimoneri,,45.984459,11.072224
1792,Gazi,,45.983589,11.075235
1793,Garniga Terme-Loc. Zobbio,,45.990055,11.083483
1794,Garniga Terme,,46.001406,11.085872
1795,Garniga-Piazza Lago,,46.004809,11.085840
1796,Garniga Vecchia-Case di Sotto,,46.012362,11.078792
1798,Garniga Vecchia,,46.013523,11.083563
1799,Romagnano Bivio,,46.016038,11.107805
1800,Ravina Bivio,,46.037512,11.114096
1801,Trento-Tangenziale,,46.047755,11.113459
1803,Serso,,46.074833,11.253093
1804,Viarago-Via Delle Miniere,,46.082000,11.268852
1806,Viarago,,46.079811,11.262169
1807,Trento-V. S.Francesco,,46.067015,11.126396
1808,Trento-Piazza Vicenza,,46.062177,11.132905
1809,Cernidor,,46.047892,11.137543
1810,S.Rocco,,46.035958,11.145676
1811,S.Rocco-Maso,,46.026299,11.145982
1812,Pianizza,,46.016816,11.145076
1813,Valsorda,,46.007836,11.156884
1814,Valsorda "Loc. Brusafer",,46.006314,11.163593
1815,V.Vattaro Loc.Ca' De Ronc,,46.006518,11.170408
1816,V.Vattaro-Difr.Civ.10B,,46.005903,11.190843
1817,Vigolo Vattaro,,46.003942,11.195919
1818,Bosentino-Loc.Mandola,,46.000565,11.216062
1819,Bosentino,,46.001470,11.223215
1821,V.Vattaro-Stab.Chindet,,45.999034,11.205424
1822,Vattaro,,45.992588,11.218985
1823,Vattaro-Civ.80,,45.990023,11.218973
1824,Campregheri Bivio,,45.984608,11.232636
1825,Pian Dei Pradi,,45.979043,11.237369
1826,Centa,,45.969510,11.232842
1827,Centa Bivio,,45.967431,11.226834
1828,Centa-Bivio M.Cioli,,45.963371,11.220885
1829,Menegoi,,45.952789,11.214272
1830,Fricca,,45.949416,11.209041
1831,Carbonare,,45.934439,11.226634
1832,Nosellari-Alb. Al Bivio,,45.931381,11.244896
1833,Nosellari,,45.929510,11.249886
1834,Dazio,,45.928454,11.256435
1835,Pra di Sopra,,45.930931,11.250611
1836,Lago di Lavarone,,45.933981,11.255937
1837,Lavarone-Hotel Du Lac,,45.937766,11.255226
1838,Lavarone Chiesa,,45.941014,11.251668
1839,Lanzino,,45.947305,11.250762
1840,Stengheli,,45.949561,11.258659
1841,Bertoldi,,45.950404,11.263150
1842,Azzolini,,45.942711,11.265038
1843,Gionghi,,45.940720,11.269666
1844,Lavarone Cappella,,45.936708,11.275436
1845,Gasperi,,45.940596,11.276807
1846,Casanova,,45.941232,11.279663
1847,Masetti Bivio,,45.954257,11.294440
1848,Monterovere,,45.960661,11.297383
1849,Luserna-Sp.9,,45.924891,11.317933
1850,Luserna,,45.921652,11.324253
1851,Nosellari,,45.929641,11.249472
1852,Nosellari-Alb. Al Bivio,,45.931477,11.244823
1853,Trento-Via Milano,,46.060801,11.127564
1854,Maso Uez,,45.972959,11.233215
1856,S.Cristoforo-Ht.Meridiana,,46.039518,11.242431
1857,Ischia di Pergine,,46.033155,11.247724
1858,Alberè-Maso Roveri,,46.031807,11.251223
1859,Alberè di Tenna,,46.029541,11.255653
1860,Tenna-Bivio Pontara Serafini,,46.023291,11.261980
1861,Tenna-Sp 16 Al Km 4,,46.017113,11.266271
1863,Tenna,,46.012780,11.266696
1865,Rovereto-Aut.-V.Paoli,,45.891146,11.039910
1866,Rovereto-Via Craffonara,,45.886590,11.034169
1867,Rovereto-Via Calcinari,,45.886539,11.044667
1869,Rovereto-Ex Cartiera Ati,,45.887115,11.050652
1870,Rovereto-Rist. S.Colombano,,45.885320,11.059868
1871,Trattoria Genovesa,,45.882615,11.062600
1872,Toldo-Sp 50 Km 0.2 Balanzi,,45.877319,11.065784
1874,Toldo,,45.875509,11.068767
1875,Toldo-Loc. Auga,,45.874366,11.069823
1876,Moscheri,,45.868418,11.073189
1877,Clocchi,,45.866543,11.073862
